trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed,block_name
149213010,1,1,"ALTON PARK",,0,101,shp-1-04,2,2,101
149214010,1,1,"ALTON PARK",,0,201,shp-1-03,2,2,102
149215010,1,1,"ALTON PARK",,0,101,shp-1-03,2,2,101
149216010,1,1,"ALTON PARK",,0,201,shp-1-03,2,2,102
149217010,1,1,"ALTON PARK",,0,1101,shp-1-03,2,2,152
149218010,1,1,"ALTON PARK",,0,1001,shp-1-03,2,2,151
149219010,1,1,"ALTON PARK",,0,1101,shp-1-03,2,2,152
149220010,1,1,"ALTON PARK",,0,1001,shp-1-03,2,2,151
149221010,1,1,"ALTON PARK",,0,1101,shp-1-03,2,2,152
149222010,1,1,"ALTON PARK",,0,1001,shp-1-03,2,2,151
149223010,1,1,"DOWNTOWN",,1,101,shp-1-66,2,2,101
149224010,1,1,"DOWNTOWN",,1,201,shp-1-66,2,2,102
149225010,1,1,"DOWNTOWN",,1,101,shp-1-66,2,2,101
149226010,1,1,"DOWNTOWN",,1,201,shp-1-65,2,2,102
149227010,1,1,"DOWNTOWN",,1,1101,shp-1-66,2,2,152
149228010,1,1,"DOWNTOWN",,1,1001,shp-1-66,2,2,151
149229010,1,1,"DOWNTOWN",,1,1101,shp-1-66,2,2,152
149230010,1,1,"DOWNTOWN",,1,1001,shp-1-66,2,2,151
149231010,1,1,"DOWNTOWN",,1,1101,shp-1-66,2,2,152
149232010,1,1,"DOWNTOWN",,1,1001,shp-1-65,2,2,151
149317010,10A,1,"AVONDALE",,0,1101,shp-10A-04,2,2,152
149318010,10A,1,"AVONDALE",,0,1101,shp-10A-01,2,2,152
149319010,10A,1,"AVONDALE",,0,1001,shp-10A-01,2,2,151
149320010,10A,1,"AVONDALE",,0,1001,shp-10A-01,2,2,151
149321010,10A,1,"AVONDALE",,0,101,shp-10A-01,2,2,101
149322010,10A,1,"DOWNTOWN",,1,201,shp-10A-52,2,2,102
149323010,10A,1,"Avondale",,1,101,shp-10A-06,2,2,101
149324010,10A,1,"DOWNTOWN",,1,1101,shp-10A-52,2,2,152
149325010,10A,1,"Avondale",,1,1101,shp-10A-06,2,2,152
149326010,10A,1,"DOWNTOWN",,1,201,shp-10A-52,2,2,102
149327010,10A,1,"DOWNTOWN",,1,1001,shp-10A-52,2,2,151
149428010,10G,1,"GLENWOOD",,0,1001,shp-10G-03,2,2,151
149429010,10G,1,"GLENWOOD",,0,101,shp-10G-04,2,2,101
149430010,10G,1,"GLENWOOD",,0,1101,shp-10G-04,2,2,152
149431010,10G,1,"GLENWOOD",,0,1101,shp-10G-04,2,2,152
149432010,10G,1,"GLENWOOD",,0,201,shp-10G-04,2,2,102
149433010,10G,1,"GLENWOOD",,0,201,shp-10G-03,2,2,102
149434010,10G,1,"DOWNTOWN",,1,1101,shp-10G-54,2,2,152
149435010,10G,1,"DOWNTOWN",,1,1101,shp-10G-54,2,2,152
149436010,10G,1,"DOWNTOWN",,1,1001,shp-10G-54,2,2,151
149437010,10G,1,"DOWNTOWN",,1,1001,shp-10G-54,2,2,151
149438010,10G,1,"DOWNTOWN",,1,101,shp-10G-54,2,2,101
149949010,16,1,"NORTHGATE",,0,5001,shp-16-06,2,2,903
149950010,16,1,"NORTHGATE",,0,4801,shp-16-13,2,2,901
149951010,16,1,"NORTHGATE",,0,5001,shp-16-13,2,2,903
149952010,16,1,"NORTHGATE",,0,5401,shp-16-06,2,2,951
149953010,16,1,"NORTHGATE",,0,5001,shp-16-13,2,2,903
149954010,16,1,"NORTHGATE",,0,4801,shp-16-06,2,2,901
149955010,16,1,"NORTHGATE",,0,4801,shp-16-13,2,2,901
149956010,16,1,"NORTHGATE",,0,4901,shp-16-13,2,2,902
149957010,16,1,"NORTHGATE",,0,5401,shp-16-13,2,2,951
149958010,16,1,"DOWNTOWN",,1,5001,shp-16-20,2,2,903
149959010,16,1,"DOWNTOWN",,1,4801,shp-16-20,2,2,901
149960010,16,1,"DOWNTOWN",,1,5001,shp-16-20,2,2,903
149961010,16,1,"DOWNTOWN",,1,5401,shp-16-20,2,2,951
149962010,16,1,"DOWNTOWN",,1,5001,shp-16-20,2,2,903
149963010,16,1,"DOWNTOWN",,1,4801,shp-16-20,2,2,901
149964010,16,1,"DOWNTOWN",,1,4801,shp-16-20,2,2,901
149965010,16,1,"DOWNTOWN",,1,4901,shp-16-20,2,2,902
149966010,16,1,"Northgate Mall",,1,5401,shp-16-14,2,2,951
150127010,21,1,"GOLDEN GATEWAY",,0,3001,shp-21-01,2,2,404
150128010,21,1,"GOLDEN GATEWAY",,0,2701,shp-21-01,2,2,401
150129010,21,1,"GOLDEN GATEWAY",,0,3901,shp-21-02,2,2,454
150130010,21,1,"GOLDEN GATEWAY",,0,3701,shp-21-01,2,2,452
150131010,21,1,"GOLDEN GATEWAY",,0,3701,shp-21-01,2,2,452
150132010,21,1,"GOLDEN GATEWAY",,0,3801,shp-21-01,2,2,453
150133010,21,1,"GOLDEN GATEWAY",,0,2901,shp-21-02,2,2,403
150134010,21,1,"GOLDEN GATEWAY",,0,2701,shp-21-01,2,2,401
150135010,21,1,"GOLDEN GATEWAY",,0,3701,shp-21-02,2,2,452
150136010,21,1,"GOLDEN GATEWAY",,0,2801,shp-21-02,2,2,402
150137010,21,1,"GOLDEN GATEWAY",,0,3801,shp-21-02,2,2,453
150138010,21,1,"GOLDEN GATEWAY",,0,101,shp-21-01,2,2,101
150139010,21,1,"DOWNTOWN",,1,3001,shp-21-53,2,2,404
150140010,21,1,"DOWNTOWN",,1,2701,shp-21-53,2,2,401
150141010,21,1,"DOWNTOWN",,1,3901,shp-21-53,2,2,454
150142010,21,1,"DOWNTOWN",,1,3701,shp-21-53,2,2,452
150143010,21,1,"DOWNTOWN",,1,3701,shp-21-55,2,2,452
150144010,21,1,"DOWNTOWN",,1,3801,shp-21-55,2,2,453
150145010,21,1,"DOWNTOWN",,1,2901,shp-21-55,2,2,403
150146010,21,1,"DOWNTOWN",,1,2701,shp-21-53,2,2,401
150147010,21,1,"DOWNTOWN",,1,3701,shp-21-53,2,2,452
150148010,21,1,"DOWNTOWN",,1,2801,shp-21-53,2,2,402
150149010,21,1,"DOWNTOWN",,1,3801,shp-21-53,2,2,453
150150010,21,1,"DOWNTOWN",,1,101,shp-21-51,2,2,101
150553010,4,1,"EASTGATE HAMILTON PL",,0,3001,shp-4-10,2,2,404
150554010,4,1,"EASTGATE HAMILTON PL",,0,2701,shp-4-13,2,2,401
150555010,4,1,"EASTGATE HAMILTON PL",,0,3001,shp-4-13,2,2,404
150556010,4,1,"EASTGATE HAMILTON PL",,0,2701,shp-4-13,2,2,401
150557010,4,1,"EASTGATE HAMILTON PL",,0,3801,shp-4-13,2,2,453
150558010,4,1,"EASTGATE HAMILTON PL",,0,3701,shp-4-13,2,2,452
150559010,4,1,"EASTGATE HAMILTON PL",,0,3701,shp-4-13,2,2,452
150560010,4,1,"EASTGATE HAMILTON PL",,0,2701,shp-4-10,2,2,401
150561010,4,1,"EASTGATE HAMILTON PL",,0,2801,shp-4-13,2,2,402
150562010,4,1,"EASTGATE HAMILTON PL",,0,3901,shp-4-13,2,2,454
150563010,4,1,"EASTGATE HAMILTON PL",,0,101,shp-4-13,2,2,101
150564010,4,1,"DOWNTOWN VIA GOLDEN GATE",,1,3001,shp-4-69,2,2,404
150565010,4,1,"DOWNTOWN VIA GOLDEN GATE",,1,2701,shp-4-69,2,2,401
150566010,4,1,"DOWNTOWN VIA GOLDEN GATE",,1,3701,shp-4-69,2,2,452
150567010,4,1,"EASTGATE HAMILTON PL",,1,3001,shp-4-16,2,2,404
150568010,4,1,"EASTGATE HAMILTON PL",,1,2701,shp-4-16,2,2,401
150569010,4,1,"DOWNTOWN VIA GOLDEN GATE",,1,3801,shp-4-69,2,2,453
150570010,4,1,"DOWNTOWN VIA GOLDEN GATE",,1,3701,shp-4-69,2,2,452
150571010,4,1,"DOWNTOWN VIA GOLDEN GATE",,1,2701,shp-4-69,2,2,401
150572010,4,1,"EASTGATE HAMILTON PL",,1,2801,shp-4-16,2,2,402
150573010,4,1,"EASTGATE HAMILTON PL",,1,3901,shp-4-16,2,2,454
150574010,4,1,"DOWNTOWN VIA GOLDEN GATE",,1,101,shp-4-69,2,2,101
150907010,9,1,"EAST LAKE  ",,0,4801,shp-9-02,2,2,901
150908010,9,1,"EAST LAKE  ",,0,4801,shp-9-02,2,2,901
150909010,9,1,"EAST LAKE  ",,0,4801,shp-9-02,2,2,901
150910010,9,1,"EAST LAKE  ",,0,5001,shp-9-02,2,2,903
150911010,9,1,"EAST LAKE",,0,4901,shp-9-03,2,2,902
150912010,9,1,"EAST LAKE  ",,0,4901,shp-9-02,2,2,902
150913010,9,1,"EAST LAKE  ",,0,5001,shp-9-02,2,2,903
150914010,9,1,"EAST LAKE  ",,0,5001,shp-9-02,2,2,903
150915010,9,1,"EAST LAKE  ",,0,5401,shp-9-02,2,2,951
150916010,9,1,"DOWNTOWN",,1,4801,shp-9-51,2,2,901
150917010,9,1,"DOWNTOWN",,1,4801,shp-9-51,2,2,901
150918010,9,1,"DOWNTOWN",,1,4801,shp-9-52,2,2,901
150919010,9,1,"DOWNTOWN",,1,5001,shp-9-51,2,2,903
150920010,9,1,"DOWNTOWN",,1,4901,shp-9-51,2,2,902
150921010,9,1,"DOWNTOWN",,1,4901,shp-9-52,2,2,902
150922010,9,1,"DOWNTOWN",,1,5001,shp-9-51,2,2,903
150923010,9,1,"DOWNTOWN",,1,5001,shp-9-52,2,2,903
150924010,9,1,"DOWNTOWN",,1,5401,shp-9-51,2,2,951
151657020,1,2,"ALTON PARK",,0,702,shp-1-04,2,2,107
151658020,1,2,"ALTON PARK",,0,1502,shp-1-03,2,2,156
151659020,1,2,"ALTON PARK",,0,1402,shp-1-03,2,2,155
151660020,1,2,"ALTON PARK",,0,1502,shp-1-03,2,2,156
151661020,1,2,"ALTON PARK",,0,1402,shp-1-03,2,2,155
151662020,1,2,"ALTON PARK",,0,1502,shp-1-03,2,2,156
151663020,1,2,"ALTON PARK",,0,1402,shp-1-03,2,2,155
151665020,1,2,"ALTON PARK",,0,1502,shp-1-03,2,2,156
151666020,1,2,"ALTON PARK",,0,802,shp-1-03,2,2,108
151667020,1,2,"ALTON PARK",,0,1202,shp-1-03,2,2,153
151668020,1,2,"ALTON PARK",,0,1402,shp-1-04,2,2,155
151670020,1,2,"ALTON PARK",,0,1302,shp-1-03,2,2,154
151671020,1,2,"ALTON PARK",,0,802,shp-1-03,2,2,108
151672020,1,2,"ALTON PARK",,0,1202,shp-1-03,2,2,153
151673020,1,2,"ALTON PARK",,0,1002,shp-1-03,2,2,151
151674020,1,2,"ALTON PARK",,0,1102,shp-1-04,2,2,152
151675020,1,2,"ALTON PARK",,0,802,shp-1-03,2,2,108
151676020,1,2,"ALTON PARK",,0,1202,shp-1-04,2,2,153
151677020,1,2,"ALTON PARK",,0,102,shp-1-03,2,2,101
151678020,1,2,"ALTON PARK",,0,302,shp-1-03,2,2,103
151679020,1,2,"ALTON PARK",,0,502,shp-1-03,2,2,105
151680020,1,2,"ALTON PARK",,0,602,shp-1-03,2,2,106
151681020,1,2,"ALTON PARK",,0,102,shp-1-03,2,2,101
151682020,1,2,"ALTON PARK",,0,302,shp-1-03,2,2,103
151683020,1,2,"ALTON PARK",,0,502,shp-1-03,2,2,105
151684020,1,2,"ALTON PARK",,0,602,shp-1-04,2,2,106
151685020,1,2,"ALTON PARK",,0,102,shp-1-03,2,2,101
151686020,1,2,"ALTON PARK",,0,302,shp-1-03,2,2,103
151687020,1,2,"ALTON PARK",,0,402,shp-1-03,2,2,104
151688020,1,2,"ALTON PARK",,0,502,shp-1-03,2,2,105
151689020,1,2,"ALTON PARK",,0,202,shp-1-04,2,2,102
151690020,1,2,"ALTON PARK",,0,102,shp-1-04,2,2,101
151691020,1,2,"ALTON PARK",,0,702,shp-1-03,2,2,107
152320020,1,2,"ALTON PARK",,0,902,shp-1-04,2,2,109
151692020,1,2,"DOWNTOWN",,1,1502,shp-1-65,2,2,156
151693020,1,2,"DOWNTOWN",,1,1402,shp-1-66,2,2,155
151694020,1,2,"DOWNTOWN",,1,1502,shp-1-66,2,2,156
151695020,1,2,"DOWNTOWN",,1,1402,shp-1-66,2,2,155
151696020,1,2,"DOWNTOWN",,1,1502,shp-1-66,2,2,156
151697020,1,2,"DOWNTOWN",,1,1402,shp-1-66,2,2,155
151699020,1,2,"DOWNTOWN",,1,1502,shp-1-66,2,2,156
151700020,1,2,"DOWNTOWN",,1,802,shp-1-66,2,2,108
151701020,1,2,"DOWNTOWN",,1,1202,shp-1-66,2,2,153
151702020,1,2,"DOWNTOWN",,1,1402,shp-1-66,2,2,155
151704020,1,2,"DOWNTOWN",,1,1302,shp-1-66,2,2,154
151705020,1,2,"DOWNTOWN",,1,802,shp-1-66,2,2,108
151706020,1,2,"DOWNTOWN",,1,1202,shp-1-66,2,2,153
151707020,1,2,"DOWNTOWN",,1,1002,shp-1-66,2,2,151
151708020,1,2,"DOWNTOWN",,1,1102,shp-1-66,2,2,152
151709020,1,2,"DOWNTOWN",,1,802,shp-1-66,2,2,108
151710020,1,2,"DOWNTOWN",,1,1202,shp-1-66,2,2,153
151711020,1,2,"DOWNTOWN",,1,302,shp-1-66,2,2,103
151712020,1,2,"DOWNTOWN",,1,702,shp-1-66,2,2,107
151713020,1,2,"DOWNTOWN",,1,502,shp-1-66,2,2,105
151714020,1,2,"DOWNTOWN",,1,602,shp-1-66,2,2,106
151715020,1,2,"DOWNTOWN",,1,102,shp-1-66,2,2,101
151716020,1,2,"DOWNTOWN",,1,302,shp-1-66,2,2,103
151717020,1,2,"DOWNTOWN",,1,402,shp-1-66,2,2,104
151718020,1,2,"DOWNTOWN",,1,502,shp-1-66,2,2,105
151719020,1,2,"DOWNTOWN",,1,202,shp-1-66,2,2,102
151720020,1,2,"DOWNTOWN",,1,102,shp-1-66,2,2,101
151721020,1,2,"DOWNTOWN",,1,102,shp-1-65,2,2,101
151722020,1,2,"DOWNTOWN",,1,302,shp-1-66,2,2,103
151723020,1,2,"DOWNTOWN",,1,702,shp-1-65,2,2,107
151724020,1,2,"DOWNTOWN",,1,502,shp-1-65,2,2,105
151725020,1,2,"DOWNTOWN",,1,602,shp-1-66,2,2,106
151726020,1,2,"DOWNTOWN",,1,102,shp-1-66,2,2,101
152321020,1,2,"DOWNTOWN",,1,902,shp-1-66,2,2,109
151958020,10A,2,"AVONDALE",,0,3702,shp-10A-01,2,2,452
151959020,10A,2,"AVONDALE",,0,1202,shp-10A-01,2,2,153
151960020,10A,2,"AVONDALE",,0,1302,shp-10A-04,2,2,154
151961020,10A,2,"AVONDALE",,0,1002,shp-10A-04,2,2,151
151962020,10A,2,"AVONDALE",,0,1302,shp-10A-01,2,2,154
151963020,10A,2,"AVONDALE",,0,3602,shp-10A-04,2,2,451
151964020,10A,2,"AVONDALE",,0,602,shp-10A-01,2,2,106
151965020,10A,2,"AVONDALE",,0,302,shp-10A-01,2,2,103
151966020,10A,2,"AVONDALE",,0,502,shp-10A-01,2,2,105
151967020,10A,2,"AVONDALE",,0,102,shp-10A-01,2,2,101
151968020,10A,2,"AVONDALE",,0,402,shp-10A-01,2,2,104
151969020,10A,2,"AVONDALE",,0,202,shp-10A-01,2,2,102
151970020,10A,2,"AVONDALE",,0,302,shp-10A-04,2,2,103
151971020,10A,2,"AVONDALE",,0,1502,shp-10A-01,2,2,156
151972020,10A,2,"AVONDALE",,0,1502,shp-10A-01,2,2,156
151973020,10A,2,"AVONDALE",,0,3702,shp-10A-01,2,2,452
151974020,10A,2,"AVONDALE",,0,802,shp-10A-01,2,2,108
151975020,10A,2,"Avondale",,1,1402,shp-10A-06,2,2,155
151976020,10A,2,"DOWNTOWN",,1,802,shp-10A-52,2,2,108
151977020,10A,2,"DOWNTOWN",,1,302,shp-10A-52,2,2,103
151978020,10A,2,"Avondale",,1,302,shp-10A-06,2,2,103
151979020,10A,2,"Avondale",,1,1002,shp-10A-06,2,2,151
151980020,10A,2,"DOWNTOWN",,1,802,shp-10A-52,2,2,108
151981020,10A,2,"DOWNTOWN",,1,1202,shp-10A-52,2,2,153
151982020,10A,2,"DOWNTOWN",,1,802,shp-10A-52,2,2,108
151983020,10A,2,"DOWNTOWN",,1,102,shp-10A-52,2,2,101
151984020,10A,2,"DOWNTOWN",,1,702,shp-10A-52,2,2,107
151985020,10A,2,"DOWNTOWN",,1,602,shp-10A-52,2,2,106
151986020,10A,2,"DOWNTOWN",,1,502,shp-10A-52,2,2,105
151987020,10A,2,"DOWNTOWN",,1,102,shp-10A-52,2,2,101
151988020,10A,2,"DOWNTOWN",,1,1402,shp-10A-52,2,2,155
151989020,10A,2,"DOWNTOWN",,1,1402,shp-10A-52,2,2,155
151990020,10A,2,"DOWNTOWN",,1,1502,shp-10A-52,2,2,156
151991020,10A,2,"DOWNTOWN",,1,1402,shp-10A-52,2,2,155
151992020,10A,2,"DOWNTOWN",,1,1502,shp-10A-52,2,2,156
151993020,10A,2,"DOWNTOWN",,1,502,shp-10A-51,2,2,105
151994020,10A,2,"DOWNTOWN",,1,402,shp-10A-51,2,2,104
151995020,10G,2,"GLENWOOD",,0,1402,shp-10G-04,2,2,155
151996020,10G,2,"GLENWOOD",,0,1402,shp-10G-04,2,2,155
151997020,10G,2,"GLENWOOD",,0,1402,shp-10G-04,2,2,155
151998020,10G,2,"GLENWOOD",,0,1502,shp-10G-04,2,2,156
151999020,10G,2,"GLENWOOD",,0,1402,shp-10G-04,2,2,155
152000020,10G,2,"GLENWOOD",,0,1502,shp-10G-03,2,2,156
152001020,10G,2,"GLENWOOD",,0,802,shp-10G-04,2,2,108
152002020,10G,2,"GLENWOOD",,0,1002,shp-10G-04,2,2,151
152003020,10G,2,"GLENWOOD",,0,802,shp-10G-04,2,2,108
152004020,10G,2,"GLENWOOD",,0,1202,shp-10G-04,2,2,153
152005020,10G,2,"GLENWOOD",,0,302,shp-10G-04,2,2,103
152006020,10G,2,"GLENWOOD",,0,802,shp-10G-03,2,2,108
152007020,10G,2,"GLENWOOD",,0,102,shp-10G-04,2,2,101
152008020,10G,2,"GLENWOOD",,0,702,shp-10G-04,2,2,107
152009020,10G,2,"GLENWOOD",,0,602,shp-10G-04,2,2,106
152010020,10G,2,"GLENWOOD",,0,302,shp-10G-04,2,2,103
152011020,10G,2,"GLENWOOD",,0,502,shp-10G-04,2,2,105
152012020,10G,2,"GLENWOOD",,0,102,shp-10G-04,2,2,101
152322020,10G,2,"GLENWOOD",,0,902,shp-10G-04,2,2,109
152013020,10G,2,"DOWNTOWN",,1,1502,shp-10G-54,2,2,156
152014020,10G,2,"DOWNTOWN",,1,1502,shp-10G-54,2,2,156
152015020,10G,2,"10 DOWNTOWN/TO GARAGE",,1,3702,shp-10G-06,2,2,452
152016020,10G,2,"10 DOWNTOWN/TO GARAGE",,1,802,shp-10G-06,2,2,108
152017020,10G,2,"DOWNTOWN",,1,3702,shp-10G-54,2,2,452
152018020,10G,2,"10 DOWNTOWN/TO GARAGE",,1,1302,shp-10G-06,2,2,154
152019020,10G,2,"DOWNTOWN",,1,1202,shp-10G-54,2,2,153
152020020,10G,2,"DOWNTOWN",,1,1302,shp-10G-54,2,2,154
152021020,10G,2,"DOWNTOWN",,1,1002,shp-10G-54,2,2,151
152022020,10G,2,"DOWNTOWN",,1,3602,shp-10G-54,2,2,451
152023020,10G,2,"10 DOWNTOWN/TO GARAGE",,1,602,shp-10G-06,2,2,106
152024020,10G,2,"DOWNTOWN",,1,302,shp-10G-54,2,2,103
152025020,10G,2,"DOWNTOWN",,1,502,shp-10G-54,2,2,105
152026020,10G,2,"DOWNTOWN",,1,102,shp-10G-54,2,2,101
152027020,10G,2,"10 DOWNTOWN/TO GARAGE",,1,402,shp-10G-06,2,2,104
152028020,10G,2,"10 DOWNTOWN/TO GARAGE",,1,202,shp-10G-06,2,2,102
152029020,10G,2,"DOWNTOWN",,1,302,shp-10G-54,2,2,103
152030020,10G,2,"DOWNTOWN",,1,3902,shp-10G-54,2,2,454
152031020,16,2,"NORTHGATE",,0,5802,shp-16-13,2,2,955
152032020,16,2,"NORTHGATE",,0,5302,shp-16-13,2,2,906
152033020,16,2,"NORTHGATE",,0,5302,shp-16-13,2,2,906
152034020,16,2,"NORTHGATE",,0,5002,shp-16-13,2,2,903
152035020,16,2,"NORTHGATE",,0,5202,shp-16-13,2,2,905
152036020,16,2,"NORTHGATE",,0,4902,shp-16-13,2,2,902
152037020,16,2,"NORTHGATE",,0,5002,shp-16-13,2,2,903
152038020,16,2,"NORTHGATE",,0,5102,shp-16-13,2,2,904
152039020,16,2,"NORTHGATE",,0,4902,shp-16-13,2,2,902
152040020,16,2,"NORTHGATE",,0,5002,shp-16-06,2,2,903
152041020,16,2,"NORTHGATE",,0,5502,shp-16-13,2,2,952
152042020,16,2,"NORTHGATE",,0,5502,shp-16-13,2,2,952
152043020,16,2,"NORTHGATE",,0,5502,shp-16-13,2,2,952
152044020,16,2,"NORTHGATE",,0,5702,shp-16-13,2,2,954
152045020,16,2,"NORTHGATE",,0,5602,shp-16-13,2,2,953
152046020,16,2,"NORTHGATE",,0,5502,shp-16-13,2,2,952
152047020,16,2,"NORTHGATE",,0,5702,shp-16-13,2,2,954
152048020,16,2,"NORTHGATE",,0,5602,shp-16-13,2,2,953
152049020,16,2,"NORTHGATE",,0,5502,shp-16-06,2,2,952
152050020,16,2,"NORTHGATE",,0,5202,shp-16-13,2,2,905
152051020,16,2,"NORTHGATE",,0,5002,shp-16-13,2,2,903
152052020,16,2,"NORTHGATE",,0,5202,shp-16-13,2,2,905
152053020,16,2,"NORTHGATE",,0,1202,shp-16-13,2,2,153
152054020,16,2,"Northgate Mall",,1,5802,shp-16-14,2,2,955
152055020,16,2,"Northgate Mall",,1,5302,shp-16-14,2,2,906
152056020,16,2,"DOWNTOWN",,1,5302,shp-16-20,2,2,906
152057020,16,2,"DOWNTOWN",,1,5002,shp-16-20,2,2,903
152058020,16,2,"DOWNTOWN",,1,5202,shp-16-20,2,2,905
152059020,16,2,"Northgate Mall",,1,4902,shp-16-14,2,2,902
152060020,16,2,"DOWNTOWN",,1,5002,shp-16-20,2,2,903
152061020,16,2,"Northgate Mall",,1,5102,shp-16-14,2,2,904
152062020,16,2,"DOWNTOWN",,1,4902,shp-16-20,2,2,902
152063020,16,2,"DOWNTOWN",,1,5002,shp-16-20,2,2,903
152064020,16,2,"DOWNTOWN",,1,5502,shp-16-07,2,2,952
152065020,16,2,"DOWNTOWN",,1,5502,shp-16-20,2,2,952
152066020,16,2,"DOWNTOWN",,1,5202,shp-16-20,2,2,905
152067020,16,2,"Northgate Mall",,1,5502,shp-16-14,2,2,952
152068020,16,2,"DOWNTOWN",,1,5502,shp-16-20,2,2,952
152069020,16,2,"DOWNTOWN",,1,5502,shp-16-07,2,2,952
152070020,16,2,"DOWNTOWN",,1,5702,shp-16-20,2,2,954
152071020,16,2,"DOWNTOWN",,1,1202,shp-16-20,2,2,153
152072020,16,2,"Northgate Mall",,1,5602,shp-16-14,2,2,953
152073020,16,2,"DOWNTOWN",,1,5502,shp-16-20,2,2,952
152074020,16,2,"DOWNTOWN",,1,5702,shp-16-20,2,2,954
152075020,16,2,"DOWNTOWN",,1,5602,shp-16-20,2,2,953
152076020,16,2,"DOWNTOWN",,1,5502,shp-16-20,2,2,952
152077020,16,2,"Northgate Mall",,1,5202,shp-16-14,2,2,905
152078020,16,2,"Northgate Mall",,1,5002,shp-16-14,2,2,903
152079020,21,2,"GOLDEN GATEWAY",,0,3102,shp-21-01,2,2,405
152080020,21,2,"GOLDEN GATEWAY",,0,3602,shp-21-01,2,2,451
152081020,21,2,"GOLDEN GATEWAY",,0,2502,shp-21-01,2,2,351
152082020,21,2,"GOLDEN GATEWAY",,0,2602,shp-21-01,2,2,352
152083020,21,2,"GOLDEN GATEWAY",,0,3102,shp-21-01,2,2,405
152084020,21,2,"GOLDEN GATEWAY",,0,5602,shp-21-02,2,2,953
152085020,21,2,"GOLDEN GATEWAY",,0,4002,shp-21-02,2,2,455
152086020,21,2,"GOLDEN GATEWAY",,0,4202,shp-21-02,2,2,457
152087020,21,2,"GOLDEN GATEWAY",,0,3702,shp-21-01,2,2,452
152088020,21,2,"GOLDEN GATEWAY",,0,4202,shp-21-01,2,2,457
152089020,21,2,"GOLDEN GATEWAY",,0,4202,shp-21-01,2,2,457
152090020,21,2,"GOLDEN GATEWAY",,0,3702,shp-21-02,2,2,452
152091020,21,2,"GOLDEN GATEWAY",,0,3002,shp-21-01,2,2,404
152092020,21,2,"GOLDEN GATEWAY",,0,3102,shp-21-01,2,2,405
152093020,21,2,"GOLDEN GATEWAY",,0,3002,shp-21-01,2,2,404
152094020,21,2,"GOLDEN GATEWAY",,0,3402,shp-21-02,2,2,408
152095020,21,2,"GOLDEN GATEWAY",,0,3302,shp-21-02,2,2,407
152096020,21,2,"GOLDEN GATEWAY",,0,3102,shp-21-01,2,2,405
152097020,21,2,"GOLDEN GATEWAY",,0,3102,shp-21-02,2,2,405
152098020,21,2,"GOLDEN GATEWAY",,0,3102,shp-21-01,2,2,405
152099020,21,2,"DOWNTOWN",,1,3102,shp-21-52,2,2,405
152100020,21,2,"DOWNTOWN",,1,3602,shp-21-55,2,2,451
152101020,21,2,"DOWNTOWN",,1,2502,shp-21-55,2,2,351
152102020,21,2,"DOWNTOWN",,1,2602,shp-21-55,2,2,352
152103020,21,2,"DOWNTOWN",,1,3102,shp-21-52,2,2,405
152104020,21,2,"DOWNTOWN",,1,5602,shp-21-51,2,2,953
152105020,21,2,"DOWNTOWN",,1,4002,shp-21-53,2,2,455
152106020,21,2,"DOWNTOWN",,1,4202,shp-21-52,2,2,457
152107020,21,2,"DOWNTOWN",,1,3702,shp-21-51,2,2,452
152108020,21,2,"DOWNTOWN",,1,4202,shp-21-52,2,2,457
152109020,21,2,"DOWNTOWN",,1,4202,shp-21-55,2,2,457
152110020,21,2,"DOWNTOWN",,1,3702,shp-21-53,2,2,452
152111020,21,2,"DOWNTOWN",,1,3002,shp-21-55,2,2,404
152112020,21,2,"DOWNTOWN",,1,3102,shp-21-52,2,2,405
152113020,21,2,"DOWNTOWN",,1,3002,shp-21-52,2,2,404
152114020,21,2,"DOWNTOWN",,1,3402,shp-21-53,2,2,408
152115020,21,2,"DOWNTOWN",,1,3302,shp-21-53,2,2,407
152116020,21,2,"DOWNTOWN",,1,3102,shp-21-52,2,2,405
152117020,21,2,"DOWNTOWN",,1,3102,shp-21-52,2,2,405
152118020,21,2,"DOWNTOWN",,1,3102,shp-21-55,2,2,405
151727020,3,2,"ENTERPRISE SOUTH",,0,1702,shp-3-15,2,2,302
151728020,3,2,"ENTERPRISE SOUTH",,0,2502,shp-3-02,2,2,351
151729020,3,2,"ENTERPRISE SOUTH",,0,2602,shp-3-15,2,2,352
151730020,3,2,"ENTERPRISE SOUTH",,0,2502,shp-3-15,2,2,351
151731020,3,2,"ENTERPRISE SOUTH",,0,1602,shp-3-02,2,2,301
151732020,3,2,"ENTERPRISE SOUTH",,0,1602,shp-3-02,2,2,301
151733020,3,2,"ENTERPRISE SOUTH",,0,1602,shp-3-15,2,2,301
151734020,3,2,"ENTERPRISE SOUTH",,1,2502,shp-3-17,2,2,351
151735020,3,2,"ENTERPRISE SOUTH",,1,2602,shp-3-17,2,2,352
151736020,3,2,"3 DOWNTOWN ",,1,2502,shp-3-51,2,2,351
151737020,3,2,"ENTERPRISE SOUTH",,1,1602,shp-3-16,2,2,301
151738020,3,2,"ENTERPRISE SOUTH",,1,1702,shp-3-16,2,2,302
151739020,3,2,"3 DOWNTOWN ",,1,1602,shp-3-51,2,2,301
